timestamp;accel.x;accel.y;accel.z
1464530705790;11.380095;2.6055799;-1.4341652
1464530705823;13.670784;2.7161102;-1.7838726
1464530705858;52.84243;0.7921386;-20.346754
1464530705893;20.527302;-8.531175;-2.4774647
1464530705929;13.295752;-2.1546857;-3.1407833
1464530705963;5.825281;-0.8247347;-7.295241
1464530706006;10.305611;-3.2869701;2.8284378
1464530706041;13.826317;-4.56758;3.718058
1464530706084;14.152059;-6.873584;4.483992
1464530706119;8.238485;-8.92142;-1.3035576
1464530706154;16.404612;3.5369072;-1.7586187
1464530706188;17.96461;-19.397509;-0.14662677
1464530706222;2.7275286;-7.926482;-8.736561
1464530706257;-0.11400318;-18.759651;-6.760291
1464530706292;4.069403;-15.076976;-11.178859
1464530706326;12.982586;-17.524773;-6.7907944
1464530706366;20.563396;-10.020249;-1.6668088
1464530706399;21.124596;1.9127016;0.7667508
1464530706433;11.2926235;6.4642034;-3.2865734
1464530706467;1.9249043;18.150246;0.8383589
1464530706501;4.8431687;-1.0708256;-4.075593
1464530706536;4.940085;-7.3129473;-4.4490647
1464530706574;3.0520146;-10.87679;-4.115078
1464530706608;2.1672995;-7.363415;-0.08654499
1464530706643;3.559522;-11.848646;0.906137
1464530706680;4.4381533;-14.713512;1.2379882
1464530706716;4.9669394;-15.660452;1.3639262
1464530706757;6.3411856;-18.573582;-0.39918828
1464530706792;3.981519;-15.804071;1.4205163
1464530706827;3.144072;-16.516888;1.7988619
1464530706861;2.9139702;-17.119165;1.9109217
1464530706896;2.5927782;-17.219395;1.4866679
1464530706930;1.8450375;-16.971817;0.2925924
1464530706964;1.4340113;-17.061756;-3.5961218
1464530707000;-1.261037;-25.65784;-20.113987
1464530707033;1.3381392;-23.307842;-9.824249
1464530707068;-16.419512;117.94206;-3.7519062
1464530707103;8.564259;20.595066;-11.335163
1464530707138;-1.4980478;-21.40551;-6.367861
1464530707173;-0.44996452;-22.559965;-2.825787
1464530707207;-5.5788198;-19.698801;-2.5964324
1464530707242;-24.92304;-13.58288;-10.05486
1464530707276;-17.331602;-14.81407;-9.609868
1464530707316;13.177985;-17.996296;-2.5337358
1464530707351;42.82053;6.546968;17.10331
1464530707385;-2.6903934;-28.873035;-4.6998634
1464530707419;11.969711;-14.383675;-1.7853411
1464530707453;11.403643;-12.754593;-1.9230425
1464530707488;10.6777725;-15.084381;0.45653966
1464530707524;10.616158;-15.345002;0.5900331
1464530707559;9.767313;-17.18503;2.405485
1464530707593;-55.67553;40.485672;0.113624394
1464530707628;27.725775;-22.06923;-6.4177437
1464530707662;-0.045102596;-4.589987;5.30719
1464530707697;-1.6564555;1.677382;1.3075409
1464530707740;1.4423394;1.8114958;-3.5019188
1464530707774;4.249354;-0.71395683;-4.988485
1464530707807;7.5489407;-0.7118211;-6.536398
1464530707842;9.777321;-4.5207176;-6.1279907
1464530707876;13.835969;-6.973444;-6.326517
1464530707911;13.1571;-8.584902;-7.443077
1464530707946;11.709798;-9.31472;-6.628298
1464530707984;11.704893;-13.116213;2.6216946
1464530708017;6.5628133;-12.978931;-3.5273283
1464530708051;5.543533;-11.580597;-4.219315
1464530708086;5.474242;-10.70746;-4.9219575
1464530708121;7.0928464;-10.16173;-4.2789326
1464530708155;6.68174;-9.165077;-2.9358034
1464530708189;6.4414916;-8.44809;-1.7070887
1464530708223;5.1626143;-8.621556;-1.257733
1464530708259;4.7269306;-9.542944;-0.35171568
1464530708292;5.5668297;-11.244728;0.13475442
1464530708327;6.6164775;-12.002948;0.213588
1464530708361;4.762262;-11.716344;2.44091
1464530708395;8.403614;-14.201471;0.023887515
1464530708429;10.592606;-14.7923975;-0.40542555
1464530708463;9.075215;-13.740352;-0.44685444
1464530708497;5.0943637;-11.775695;-1.3913112
1464530708531;2.1688423;-10.617166;-0.9072034
1464530708567;1.5444758;-9.673732;-3.8558676
1464530708609;1.5397421;-7.7213655;-6.500403
1464530708650;1.3222065;-6.0780163;-6.744869
1464530708683;1.1768206;-4.908591;-5.6364427
1464530708717;1.9109056;-5.026885;-2.3598254
1464530708752;3.4157002;-3.5643258;-2.485938
1464530708786;1.5056572;-4.093255;-1.4359773
1464530708824;0.72840255;-6.4042187;-1.8364803
1464530708854;0.7631619;-7.0248055;-0.9507539
1464530708888;-0.28680205;-8.333126;-4.9131646
1464530708923;-1.7474791;-11.026206;-5.0304923
1464530708958;-3.853705;-13.896521;-8.977585
1464530708992;-5.082541;-16.670156;-10.092323
1464530709035;-4.4571285;-16.46325;2.7951837
1464530709072;-4.792776;-19.16298;-0.17082703
1464530709108;-5.2223616;-16.050251;11.109705
1464530709141;-5.5319076;-23.578;-3.6309373
1464530709176;-2.1103766;-22.84734;-2.6685462
1464530709212;-4.2107944;-21.436775;1.0783569
1464530709248;-5.613055;-22.457253;-1.0582108
1464530709281;-6.004405;-23.104502;-3.1048303
1464530709315;-7.6506367;-20.712633;1.4458053
1464530709350;-7.6802473;-22.750862;-3.3437986
1464530709384;-8.417791;-20.899473;-2.4032388
1464530709418;-9.653468;-18.135254;-1.1831279
1464530709452;-6.567318;-12.145197;1.6294727
1464530709487;-9.407514;-13.213211;-4.0008516
1464530709524;-11.396755;-10.937688;-5.530032
1464530709559;-8.890705;-8.589939;-7.2406244
1464530709593;-7.9664793;3.1406794;-6.83371
1464530709628;-3.5123181;8.947662;-7.4800563
1464530709662;-0.4390998;2.0266948;-6.1595087
1464530709695;-12.192509;-5.0206137;-35.81115
1464530709730;96.35605;66.98837;-29.218235
1464530709767;67.86407;59.096016;15.707163
1464530709800;10.957624;16.645374;-1.6297617
1464530709835;-6.4112988;2.270208;-13.858759
1464530709870;10.748646;-15.656679;-19.668642
1464530709904;-40.253586;-27.374237;-0.9475651
1464530709941;-15.02384;-9.591255;7.302672
1464530709976;-17.155357;-9.468655;4.523542
1464530710018;17.979507;14.01762;-8.326918
1464530710058;-1.3337622;3.6922684;-9.997969
1464530710092;-2.5804462;4.4648614;6.0031366
1464530710126;-18.212463;-6.396952;-3.9054732
1464530710161;-7.8916535;-13.804835;-7.0133705
1464530710195;-9.233226;-11.88773;-4.566223
1464530710231;-12.155424;-8.09207;-3.336654
1464530710274;-12.506405;-5.2732353;-2.1952708
1464530710309;-11.51499;-4.1314583;-1.592973
1464530710342;-8.503646;-1.58814;-0.8594043
1464530710384;-20.386217;-16.025349;-0.6807442
1464530710418;7.6399565;6.9217176;-6.852974
1464530710452;-3.2026558;-2.6103334;-1.3113693
1464530710487;-4.205823;-1.0978503;-0.7662382
1464530710524;-12.814724;-7.11447;-2.327972
1464530710559;-8.37441;-4.431622;-1.719857
1464530710593;-7.040376;-3.5330062;-0.9244547
1464530710627;-25.841892;-18.211798;-3.0156708
1464530710662;4.217124;6.2181206;-2.9961
1464530710696;-4.0361977;-0.95873165;1.3619827
1464530710731;-10.55765;-5.372334;-0.89669305
1464530710765;-7.3580284;-3.66196;0.3697487
1464530710800;-7.389273;-3.8669906;0.86368066
1464530710841;-6.445796;-3.8594089;2.0157313
1464530710875;-9.964607;-6.0691524;0.12070441
1464530710909;-7.577752;-5.94485;0.9954795
1464530710944;-21.801617;-8.327385;4.0404015
1464530710979;3.0611773;-3.6765237;-5.737393
1464530711018;-7.1092076;-7.2160645;0.8549858
1464530711057;-9.162328;-6.605737;0.0545609
1464530711092;-9.928381;-6.321525;-0.22125661
1464530711127;-9.917719;-6.2420254;-0.57433844
1464530711161;-9.607836;-6.065931;0.041233778
1464530711195;-9.389652;-5.153844;1.1265659
1464530711229;-18.931608;-7.9871836;2.587315
1464530711264;0.4698944;-1.8185604;-2.6982963
1464530711300;-6.0042257;-5.08172;2.7238567
1464530711333;-6.0631866;-3.7026458;3.7054443
1464530711367;-6.6586947;-3.776988;3.2334776
1464530711402;-9.559177;-8.097595;-1.881147
1464530711436;-8.372318;-5.690544;0.6291847
1464530711471;-8.773121;-5.902423;0.09904039
1464530711505;-15.375221;-10.194698;-6.928303
1464530711539;-8.744726;-7.030264;-0.89430434
1464530711573;-8.570109;-5.86266;-0.48777527
1464530711607;-7.4435544;-4.0773234;-0.034635663
1464530711642;19.720367;-16.943888;12.849702
1464530711677;13.65818;-6.5812755;3.299104
1464530711711;11.335094;-5.2707233;-0.79991806
1464530711745;28.649284;-9.429217;-8.9640465
1464530711781;-1.1358371;-3.2693825;-7.2169285
1464530711816;13.780893;10.577707;4.0676355
