timestamp;x_accel;y_accel;z_accel
1464539957000;-0.284;-0.844;-0.084
1464539957000;-0.28;-0.524;0.128
1464539957000;-0.224;-0.304;0.196
1464539957000;-0.032;0.064;0.16
1464539957000;0.068;0.368;0.196
1464539957000;0.232;0.592;0.244
1464539957000;0.372;0.86;0.68
1464539957000;0.296;0.94;1.064
1464539957000;0.264;1.176;1.288
1464539957000;0.412;1.564;1.5
1464539957000;0.508;1.668;1.496
1464539957000;0.584;1.724;1.428
1464539957000;0.58;1.556;1.268
1464539957000;0.544;1.444;1.148
1464539957000;0.504;1.352;1.008
1464539957000;0.456;0.996;0.696
1464539957000;0.416;0.788;0.564
1464539957000;0.356;0.564;0.424
1464539957000;0.292;0.14;0.236
1464539957000;0.264;-0.076;0.156
1464539957000;0.228;-0.504;0.0
1464539957000;0.2;-0.672;-0.08
1464539957000;0.2;-0.78;-0.18
1464539957000;0.148;-0.932;-0.28
1464539957000;0.148;-1.048;-0.348
1464539957000;0.152;-1.208;-0.408
1464539957000;0.024;-1.804;-0.652
1464539957000;0.008;-2.048;-0.8
1464539958000;-0.428;-2.048;-0.832
1464539958000;0.016;-2.048;-0.988
1464539958000;0.012;-2.048;-0.884
1464539958000;-0.004;-1.856;-0.784
1464539958000;0.004;-1.432;-0.544
1464539958000;0.044;-1.172;-0.428
1464539958000;0.112;-0.716;-0.248
1464539958000;0.152;-0.556;-0.156
1464539958000;0.204;-0.372;-0.084
1464539958000;0.312;-0.028;0.02
1464539958000;0.36;0.084;0.044
1464539958000;0.408;0.212;0.044
1464539958000;0.596;0.38;0.084
1464539958000;0.664;0.424;0.14
1464539958000;0.68;0.62;0.176
1464539958000;0.64;0.74;0.36
1464539958000;0.608;0.844;0.524
1464539958000;0.564;1.18;0.62
1464539958000;0.44;1.792;1.024
1464539958000;0.464;1.976;1.084
1464539958000;0.64;2.044;0.884
1464539958000;0.688;2.044;0.772
1464539958000;0.688;1.844;0.672
1464539958000;0.604;1.368;0.472
1464539958000;0.54;1.104;0.384
1464539958000;0.508;0.84;0.304
1464539958000;0.46;0.308;0.208
1464539958000;0.436;0.108;0.144
1464539958000;0.4;-0.1;0.092
1464539958000;0.372;-0.488;0.008
1464539958000;0.388;-0.596;-0.048
1464539958000;0.388;-0.656;-0.128
1464539958000;0.28;-0.74;-0.192
1464539958000;0.228;-0.836;-0.22
1464539958000;0.204;-0.992;-0.228
1464539958000;0.132;-1.484;-0.376
1464539958000;-0.056;-1.836;-0.516
1464539959000;0.144;-2.048;-0.952
1464539959000;0.172;-2.048;-0.864
1464539959000;0.188;-1.632;-0.808
1464539959000;0.192;-1.728;-0.64
1464539959000;0.152;-1.512;-0.488
1464539959000;0.132;-1.256;-0.36
1464539959000;0.108;-0.892;-0.144
1464539959000;0.1;-0.736;-0.076
1464539959000;0.148;-0.396;0.012
1464539959000;0.2;-0.276;0.024
1464539959000;0.216;-0.176;0.032
1464539959000;0.224;-0.02;0.0
1464539959000;0.208;0.08;-0.024
1464539959000;0.22;0.24;-0.032
1464539959000;0.248;0.556;0.052
1464539959000;0.28;0.876;0.108
1464539959000;0.312;1.044;0.228
1464539959000;0.08;1.488;0.712
1464539959000;0.08;2.044;0.904
1464539959000;0.14;2.044;0.916
1464539959000;0.52;2.044;1.004
1464539959000;0.708;2.044;0.924
1464539959000;0.588;2.044;0.872
1464539959000;0.46;1.96;0.808
1464539959000;0.352;1.684;0.732
1464539959000;0.256;0.956;0.544
1464539959000;0.276;0.636;0.448
1464539959000;0.316;0.404;0.36
1464539959000;0.344;0.136;0.244
1464539959000;0.344;0.044;0.216
1464539959000;0.348;-0.052;0.212
1464539959000;0.304;-0.272;0.176
1464539959000;0.304;-0.356;0.136
1464539959000;0.264;-0.46;0.092
1464539959000;0.244;-0.66;-0.004
1464539959000;0.26;-0.752;-0.096
1464539959000;0.256;-0.832;-0.164
1464539959000;0.184;-1.12;-0.272
1464539960000;0.12;-1.344;-0.352
1464539960000;0.132;-2.048;-0.752
1464539960000;0.212;-2.048;-0.78
1464539960000;0.252;-1.82;-0.676
1464539960000;0.184;-1.56;-0.632
1464539960000;0.196;-1.652;-0.58
1464539960000;0.188;-1.464;-0.444
1464539960000;0.144;-1.016;-0.236
1464539960000;0.128;-0.876;-0.152
1464539960000;0.116;-0.768;-0.096
1464539960000;0.092;-0.496;0.02
1464539960000;0.048;-0.384;0.04
1464539960000;0.012;-0.24;0.068
1464539960000;0.052;0.164;0.128
1464539960000;0.136;0.236;0.212
1464539960000;0.188;0.62;0.428
1464539960000;0.236;0.976;0.508
1464539960000;0.24;1.136;0.688
1464539960000;0.296;1.468;1.092
1464539960000;0.384;1.828;1.324
1464539960000;0.436;2.044;1.468
1464539960000;0.576;2.044;1.52
1464539960000;0.716;2.044;1.468
1464539960000;0.848;2.044;1.316
1464539960000;0.724;1.676;1.04
1464539960000;0.584;1.38;0.864
1464539960000;0.504;1.092;0.708
1464539960000;0.404;0.664;0.408
1464539960000;0.332;0.448;0.34
1464539960000;0.296;0.22;0.296
1464539960000;0.24;-0.056;0.184
1464539960000;0.224;-0.192;0.12
1464539960000;0.26;-0.424;0.036
1464539960000;0.244;-0.5;-0.024
1464539960000;0.224;-0.58;-0.12
1464539960000;0.18;-0.756;-0.244
1464539960000;0.184;-0.888;-0.268
1464539961000;0.156;-1.04;-0.284
1464539961000;-0.004;-1.516;-0.468
1464539961000;-0.016;-1.824;-0.62
1464539961000;0.08;-2.048;-0.74
1464539961000;0.1;-2.048;-0.792
1464539961000;0.112;-1.88;-0.76
1464539961000;0.096;-1.704;-0.676
1464539961000;0.14;-1.228;-0.432
1464539961000;0.168;-1.024;-0.328
1464539961000;0.14;-0.716;-0.22
1464539961000;0.164;-0.592;-0.176
1464539961000;0.224;-0.44;-0.104
1464539961000;0.312;-0.12;0.016
1464539961000;0.38;0.008;0.084
1464539961000;0.444;0.108;0.168
1464539961000;0.432;0.224;0.316
1464539961000;0.416;0.336;0.352
1464539961000;0.48;0.544;0.408
1464539961000;0.708;0.852;0.536
1464539961000;0.836;1.008;0.672
1464539961000;0.916;1.248;0.808
1464539961000;1.032;1.912;0.884
1464539961000;1.096;2.044;0.86
1464539961000;1.204;2.044;0.796
1464539961000;1.148;1.82;0.768
1464539961000;1.056;1.528;0.716
1464539961000;0.864;1.124;0.476
1464539961000;0.776;0.908;0.392
1464539961000;0.728;0.68;0.308
1464539961000;0.656;0.26;0.256
1464539961000;0.632;0.104;0.228
1464539961000;0.608;0.012;0.188
1464539961000;0.592;-0.188;0.132
1464539961000;0.556;-0.264;0.116
1464539961000;0.532;-0.328;0.076
1464539961000;0.464;-0.444;0.02
1464539961000;0.424;-0.492;0.0
1464539962000;0.396;-0.576;-0.008
1464539962000;0.316;-0.836;-0.084
1464539962000;0.292;-0.972;-0.128
1464539962000;0.184;-1.268;-0.112
1464539962000;0.092;-1.48;-0.132
1464539962000;0.056;-1.744;-0.196
1464539962000;0.052;-2.048;-0.356
1464539962000;0.096;-1.956;-0.3
1464539962000;0.164;-1.756;-0.348
1464539962000;0.224;-1.432;-0.292
1464539962000;0.268;-1.232;-0.24
1464539962000;0.284;-1.036;-0.188
1464539962000;0.244;-0.74;-0.108
1464539962000;0.268;-0.616;-0.04
1464539962000;0.296;-0.496;0.008
1464539962000;0.348;-0.272;0.044
1464539962000;0.376;-0.164;0.076
1464539962000;0.372;-0.032;0.124
1464539962000;0.5;0.256;0.16
1464539962000;0.56;0.424;0.204
1464539962000;0.692;0.5;0.348
1464539962000;0.76;0.568;0.416
1464539962000;0.86;0.7;0.524
1464539962000;1.024;1.076;0.888
1464539962000;1.048;1.288;1.104
1464539962000;1.04;1.56;1.26
1464539962000;1.196;1.864;1.264
1464539962000;1.276;1.772;1.14
1464539962000;1.276;1.536;1.004
1464539962000;1.04;1.096;0.704
1464539962000;0.932;0.904;0.568
1464539962000;0.848;0.736;0.472
1464539962000;0.676;0.432;0.292
1464539962000;0.608;0.276;0.28
1464539962000;0.564;0.04;0.24
1464539962000;0.516;-0.06;0.184
1464539962000;0.444;-0.168;0.16
1464539962000;0.408;-0.376;0.088
1464539963000;0.376;-0.48;0.024
1464539963000;0.324;-0.528;-0.008
1464539963000;0.244;-0.776;-0.1
1464539963000;0.208;-0.916;-0.104
1464539963000;0.152;-1.072;-0.112
1464539963000;0.068;-1.452;-0.22
1464539963000;0.032;-1.72;-0.304
1464539963000;0.12;-2.048;-0.544
1464539963000;0.156;-2.02;-0.56
1464539963000;0.188;-1.668;-0.432
1464539963000;0.196;-1.636;-0.38
1464539963000;0.196;-1.288;-0.24
1464539963000;0.192;-1.076;-0.156
1464539963000;0.204;-0.74;0.0
1464539963000;0.192;-0.588;0.06
1464539963000;0.208;-0.46;0.096
1464539963000;0.344;-0.24;0.12
1464539963000;0.364;-0.136;0.132
1464539963000;0.352;0.004;0.144
1464539963000;0.528;0.264;0.132
1464539963000;0.572;0.308;0.196
1464539963000;0.54;0.368;0.248
1464539963000;0.628;0.656;0.356
1464539963000;0.788;0.86;0.524
1464539963000;0.848;0.952;0.764
1464539963000;0.848;1.196;1.164
1464539963000;0.916;1.56;1.252
1464539963000;1.14;1.912;1.132
1464539963000;1.224;1.82;1.012
1464539963000;1.268;1.624;0.884
1464539963000;1.04;1.184;0.76
1464539963000;0.92;1.052;0.652
1464539963000;0.84;0.888;0.532
1464539963000;0.708;0.468;0.42
1464539963000;0.652;0.312;0.352
1464539963000;0.628;0.2;0.292
1464539963000;0.584;-0.036;0.184
1464539964000;0.56;-0.164;0.14
1464539964000;0.544;-0.256;0.12
1464539964000;0.492;-0.396;0.02
1464539964000;0.448;-0.456;0.0
1464539964000;0.384;-0.5;-0.012
1464539964000;0.248;-0.72;-0.076
1464539964000;0.212;-0.92;-0.124
1464539964000;0.208;-1.348;-0.22
1464539964000;0.224;-1.624;-0.304
1464539964000;0.24;-1.868;-0.416
1464539964000;0.244;-2.048;-0.516
1464539964000;0.232;-1.808;-0.42
1464539964000;0.244;-1.672;-0.4
1464539964000;0.24;-1.408;-0.284
1464539964000;0.228;-1.236;-0.244
1464539964000;0.252;-1.084;-0.192
1464539964000;0.236;-0.808;-0.116
1464539964000;0.232;-0.684;-0.1
1464539964000;0.272;-0.392;-0.016
1464539964000;0.32;-0.196;0.0
1464539964000;0.368;0.0;0.028
1464539964000;0.3;0.176;0.088
1464539964000;0.34;0.26;0.152
1464539964000;0.432;0.464;0.228
