timestamp;accel-x;accel-y;accel-z
1464530705790;18.14312;1.9482474;-1.4377775
1464530705823;5.9739285;-6.5903845;1.1403289
1464530705858;13.910101;-3.8122256;10.697302
1464530705893;8.492873;-5.2626753;2.4757547
1464530705929;9.461067;-1.5687945;7.89322
1464530705963;8.874684;-1.3184137;8.532257
1464530706006;8.622786;-4.166084;2.4487906
1464530706041;10.096206;-2.4648955;17.951576
1464530706084;8.588058;-4.412477;2.958859
1464530706119;10.51642;-6.386097;8.365761
1464530706154;29.582691;7.4213758;40.392323
1464530706188;7.826533;-24.721836;-6.878227
1464530706222;16.524534;3.4331698;-3.5251958
1464530706257;-1.4591718;-2.5709312;2.6955345
1464530706292;9.106171;-4.466203;0.5060679
1464530706326;9.05127;-4.682949;1.3989019
1464530706366;6.12589;-6.280605;2.5607295
1464530706399;10.125166;-2.2416492;3.3242283
1464530706433;5.6857147;-6.9518085;1.0263795
1464530706467;6.057228;-7.5027742;0.019443035
1464530706501;4.645832;-7.6870027;-2.7283683
1464530706536;4.579294;-8.332317;0.20117474
1464530706574;3.6036737;-10.516899;-5.944463
1464530706608;2.757834;-8.741969;-3.012778
1464530706643;-0.20571089;-19.598984;1.5249047
1464530706680;9.856268;2.2500935;-8.369158
1464530706716;1.0125363;-9.106837;-2.4912786
1464530706757;0.61367726;-9.286486;-2.6443384
1464530706792;2.0685987;-5.5872846;-3.0844796
1464530706827;1.6101397;-9.185584;-1.509022
1464530706861;-6.882764;-19.446823;-2.676735
1464530706896;5.0394816;-3.2713823;-1.934123
1464530706930;-1.7993071;-9.515696;-4.4943027
1464530706964;-0.46351504;-9.734718;-3.8704672
1464530707000;0.14135599;-10.4685335;-1.8919916
1464530707033;0.39270878;-8.993391;-2.2979355
1464530707068;0.6880863;-9.795828;-1.2130027
1464530707103;-1.3640077;-9.707274;-2.211891
1464530707138;-1.3967915;-8.91008;-1.9907258
1464530707173;-0.68223333;-3.7021627;5.465679
1464530707207;-3.1504695;-7.4663343;0.2495268
1464530707242;2.5747905;-8.737273;1.4570528
1464530707276;1.8292289;-8.75862;1.2210072
1464530707316;1.9321702;-8.710585;1.3298413
1464530707351;2.9415667;-8.464439;1.8689405
1464530707385;6.508234;-11.122274;1.8912367
1464530707419;3.6910176;-8.232706;1.8153666
1464530707453;3.1267536;-8.534558;5.1722517
1464530707488;3.9169047;-8.290611;4.6545534
1464530707524;2.3626876;-17.194542;4.6544495
1464530707559;2.4204104;4.095751;-8.829226
1464530707593;4.0991836;-8.336084;-0.8692136
1464530707628;3.7403913;-4.9309177;2.9102829
1464530707662;3.9896927;-4.1488276;2.95723
1464530707697;7.8143454;-6.1209946;1.045767
1464530707740;9.88614;-3.9442637;8.715575
1464530707774;8.058316;-5.5807486;1.7921757
1464530707807;12.25672;-6.781237;6.2987013
1464530707842;12.4532585;-6.799237;6.2319126
1464530707876;8.683732;-5.3344707;1.8473256
1464530707911;13.829212;-3.8838837;10.615063
1464530707946;8.686966;-5.0257106;2.0985696
1464530707984;9.395444;-1.5406756;7.716689
1464530708017;8.954797;-1.2107513;8.335902
1464530708051;8.323843;-4.321277;2.796149
1464530708086;10.450383;-2.1706817;17.428688
1464530708121;8.383045;-4.489982;3.0652285
1464530708155;10.58204;-6.32106;8.249484
1464530708189;29.58408;7.4583426;40.346214
1464530708223;10.445637;-18.497183;-14.380961
1464530708259;11.374693;-5.005642;4.3480797
1464530708292;1.189961;-1.45085;3.1874263
1464530708327;9.108057;-4.2350674;0.22513843
1464530708361;6.6578035;-11.851519;7.8627396
1464530708395;11.28483;3.4695125;-4.6896286
1464530708429;7.2599564;-3.0700603;2.7613907
1464530708463;5.6236963;-7.133058;1.2127283
1464530708497;6.1689453;-7.515555;0.037112713
1464530708531;4.563325;-7.8713837;-2.5670395
1464530708567;4.6860795;-8.284995;0.12803829
1464530708609;3.359734;-11.251989;-5.5574155
1464530708650;3.0267406;-8.58702;-3.0532794
1464530708683;2.3451276;-10.740773;-2.3849518
1464530708717;4.7858057;-7.957448;-5.2212586
1464530708752;3.336223;-8.826826;-1.5158296
1464530708786;0.6781111;-9.060895;-2.6806617
1464530708824;0.45478106;-9.169147;-2.793133
1464530708854;2.6810222;-8.873779;-1.137331
1464530708888;-3.7778976;-9.84947;-4.417357
1464530708923;11.151234;4.741354;0.82041836
1464530708958;-12.420531;-20.246643;-8.599764
