timestamp;accel-x;accel-y;accel-z
1464533840885;3.4167225;8.573248;3.2962782
1464533840919;4.245559;7.5710406;4.549129
1464533840953;4.8161025;6.3639536;5.687289
1464533840987;5.192452;4.998217;6.6405025
1464533841020;5.3877287;3.5725164;7.36543
1464533841054;5.3876505;2.1619625;7.895516
1464533841088;5.1752667;0.7327224;8.289741
1464533841122;4.7232637;-0.7115981;8.55713
1464533841155;3.9581852;-2.1391132;8.706149
1464533841188;2.8284054;-3.4483232;8.726354
1464533841223;1.4986224;-4.4117785;8.621506
1464533841256;0.3618481;-5.0011826;8.420053
1464533841291;-0.452085;-5.339257;8.205365
1464533841324;-0.89212894;-5.4942565;8.065808
1464533841358;-0.9536099;-5.4979334;8.056262
1464533841391;-0.5590975;-5.298737;8.225013
1464533841425;0.22121958;-4.8752704;8.498404
1464533841459;1.1558536;-4.268204;8.745659
1464533841494;1.5712944;-3.9561234;8.827239
1464533841528;3.1816716;-2.424989;8.946312
1464533841562;4.134764;-1.1724848;8.807329
1464533841596;5.005212;0.4272154;8.414594
1464533841629;5.5472994;2.1192472;7.795917
1464533841664;5.714788;3.7793436;7.0069795
1464533841697;5.527838;5.293892;6.1202726
1464533841731;5.024527;6.656066;5.146932
1464533841765;4.2290506;7.8232083;4.1173477
1464533841798;3.1186118;8.763488;3.0847266
1464533841832;1.790654;9.397789;2.1248817
1464533841867;0.30629918;9.714179;1.2573464
1464533841901;-1.2404767;9.707552;0.5144425
1464533841934;-2.5834615;9.453285;-0.033511866
1464533841967;-3.5680041;9.118849;-0.394919
1464533842001;-4.185018;8.842232;-0.5835844
1464533842035;-4.451163;8.707935;-0.63167715
1464533842068;-4.415939;8.730198;-0.5684462
1464533842102;-4.1279607;8.878192;-0.4214962
1464533842136;-3.5719779;9.12394;-0.1862569
1464533842169;-2.796286;9.391659;0.1324233
1464533842203;-1.7995036;9.617655;0.5500008
1464533842237;-0.6469719;9.717349;1.0929602
1464533842270;0.6136748;9.606037;1.8405036
1464533842304;1.8052515;9.2063465;2.832711
1464533842338;2.8177135;8.529825;3.91696
1464533842392;3.6369295;7.6128497;4.9857063
1464533842424;4.59085;5.7098007;6.5086308
1464533842458;4.918207;4.4245057;7.2301464
1464533842493;5.053332;3.002524;7.841474
1464533842526;4.981124;1.6576314;8.275305
1464533842560;4.753844;0.473446;8.5566845
1464533842594;4.3082323;-0.801856;8.765626
1464533842628;3.56034;-2.0928867;8.887286
1464533842662;2.5043092;-3.2980988;8.88206
1464533842696;1.3375689;-4.2258573;8.740313
1464533842730;0.27104154;-4.8397064;8.517265
1464533842763;-0.4060144;-5.130255;8.340004
1464533842797;-0.70659226;-5.208689;8.271054
1464533842831;-0.65053254;-5.1138463;8.334596
1464533842871;-0.27946538;-4.8554697;8.508016
1464533842905;0.47679058;-4.3227205;8.782184
1464533842939;1.263335;-3.6652172;9.000564
1464533842973;2.14634;-2.7804282;9.148902
1464533843007;3.0459478;-1.6916754;9.159721
1464533843041;3.8796651;-0.41710886;8.9896755
1464533843074;4.551173;0.9548472;8.626418
1464533843108;5.022136;2.397355;8.066653
1464533843142;5.2430487;3.7745795;7.3690567
1464533843176;5.192101;5.045126;6.605212
1464533843209;4.8206887;6.1615934;5.90218
1464533843246;4.2131467;7.0992265;5.281136
1464533843278;3.4123726;7.8879457;4.709142
1464533843312;2.5161066;8.481355;4.2161403
1464533843345;1.5941277;8.887583;3.809152
1464533843387;1.0155449;9.067217;3.5769053
1464533843420;-0.3529111;9.305268;3.0540848
1464533843454;-1.1058006;9.332722;2.7780437
1464533843488;-1.7586712;9.295033;2.5591872
1464533843521;-2.3170972;9.215185;2.3982124
1464533843555;-2.7901623;9.116164;2.2694821
1464533843589;-3.1704488;9.018761;2.1564364
1464533843627;-3.434005;8.943329;2.0650651
1464533843660;-3.8529282;8.808959;1.896627
1464533843694;-4.242143;8.660519;1.7434573
1464533843729;-4.7010245;8.451886;1.5830319
1464533843762;-5.150557;8.212441;1.4379056
1464533843796;-5.572191;7.9597816;1.2777187
1464533843830;-5.9970093;7.6746454;1.0842984
1464533843863;-6.420597;7.353081;0.86495495
1464533843897;-6.8503695;6.9801702;0.62423366
1464533843931;-7.2453523;6.5876584;0.38424596
1464533843965;-7.624319;6.1550317;0.1592151
1464533843999;-8.004548;5.65386;-0.03317249
1464533844033;-8.355948;5.116687;-0.19400181
1464533844067;-8.682829;4.529207;-0.36710975
1464533844103;-8.919289;4.0165305;-0.59479344
1464533844137;-9.078943;3.5716016;-0.9254537
1464533844176;-9.106305;3.4823601;-0.9941784
1464533844210;-9.13854;3.0541675;-1.7886163
1464533844244;-9.108365;2.8851688;-2.1802533
1464533844277;-9.08703;2.700977;-2.484074
1464533844311;-9.087722;2.504996;-2.6792395
1464533844345;-9.081318;2.3751433;-2.8157377
1464533844379;-9.363232;1.890312;-2.1901228
1464533844413;-9.092045;2.189088;-2.9296095
1464533844446;-9.091718;2.1210592;-2.9802382
1464533844480;-9.087713;2.0678358;-3.0294485
1464533844514;-9.085592;2.0224862;-3.0661983
1464533844548;-9.090727;1.9852827;-3.0752761
1464533844581;-9.101824;1.3537933;-3.3710625
1464533844615;-9.091332;1.4341707;-3.3661342
1464533844648;-9.094922;1.4933771;-3.3305025
1464533844688;-9.096603;1.5698023;-3.290523
1464533844722;-9.096872;1.6425289;-3.2540777
1464533844755;-9.099735;1.7269415;-3.2019536
1464533844789;-9.107906;1.8343201;-3.1179063
1464533844824;-9.1207075;1.9838538;-2.9861393
1464533844857;-9.12838;2.2034097;-2.803153
1464533844891;-9.099301;2.553774;-2.5924785
1464533844925;-9.016094;3.0393581;-2.347847
1464533844958;-8.86194;3.659217;-2.0288208
1464533844992;-8.591966;4.428899;-1.6133792
1464533845027;-8.135419;5.35452;-1.0881581
1464533845061;-7.403689;6.4048862;-0.4503862
1464533845095;-6.661312;7.1872177;0.104079194
1464533845129;-5.7172823;7.9274254;0.71317637
1464533845164;-4.5269656;8.601233;1.251154
1464533845199;-3.291129;9.081028;1.656323
1464533845233;-0.8773584;9.504819;2.2200599
1464533845266;0.74395496;9.349758;2.840519
1464533845300;1.9577919;8.886006;3.6394987
1464533845333;2.9023366;8.222727;4.4724956
1464533845367;3.690165;7.366015;5.3070245
1464533845401;4.320948;6.350836;6.085747
1464533845435;4.7538133;5.2130737;6.801847
1464533845469;4.952254;3.9965203;7.45272
1464533845502;4.9253745;2.7655802;8.008262
1464533845537;4.6898966;1.5430751;8.465447
1464533845570;4.272019;0.37673876;8.811809
1464533845604;3.7155411;-0.67756224;9.042992
1464533845637;3.0369692;-1.590298;9.1808405
1464533845672;2.2043228;-2.3968377;9.243167
1464533845707;1.3078387;-3.0789409;9.21139
1464533845741;0.35967207;-3.64901;9.088204
1464533845775;-0.45198926;-4.015134;8.928292
1464533845809;-1.0504978;-4.243629;8.770871
1464533845843;-1.3664209;-4.3614106;8.668972
1464533845876;-1.4017482;-4.3866987;8.650551
1464533845910;-1.1418675;-4.3170605;8.723484
1464533845943;-0.58012646;-4.1265116;8.869917
1464533845977;0.25805497;-3.7761052;9.039608
1464533846011;1.2696407;-3.2652817;9.152377
1464533846044;2.3622875;-2.551069;9.162518
1464533846078;3.451937;-1.5521711;9.039632
1464533846112;4.3733606;-0.28060457;8.765559
1464533846145;4.9931192;1.2093455;8.345436
1464533846179;5.1682725;2.7165487;7.8707914
1464533846213;5.0640154;4.120018;7.308982
1464533846246;4.8811116;5.4203477;6.544816
1464533846280;4.6583543;6.634237;5.5069637
1464533846314;4.2913957;7.741953;4.205485
1464533846353;3.8706286;8.275753;3.5454416
1464533846386;2.342907;9.238975;2.2786283
1464533846420;1.2032694;9.567961;1.7453578
1464533846453;0.061823938;9.720377;1.2451712
1464533846487;-1.0086391;9.717944;0.7643302
1464533846521;-2.0162177;9.584376;0.3385398
1464533846555;-2.870236;9.369774;0.09532417
1464533846588;-3.4942966;9.155816;-0.030587077
1464533846622;-3.8194835;9.024457;-0.1035997
1464533846656;-3.7902498;9.036046;-0.15454473
1464533846689;-3.3764894;9.1983;-0.17490314
1464533846722;-2.5874178;9.451829;-0.0905495
1464533846756;-1.551375;9.675263;0.15009671
1464533846790;-0.29591835;9.777526;0.5936495
1464533846823;1.058576;9.659676;1.2688949
1464533846857;2.4160817;9.233985;2.2217293
1464533846891;3.520676;8.479442;3.4269416
1464533846924;4.3115697;7.4556575;4.675848
1464533846958;4.862265;6.2360387;5.7887983
1464533846991;5.2217503;4.8724875;6.7106037
1464533847025;5.4001284;3.420992;7.4280195
1464533847059;5.3708916;1.9926239;7.9512897
1464533847092;5.1426053;0.59343356;8.321146
1464533847126;4.6607337;-0.8632382;8.577439
1464533847160;3.8452399;-2.2920537;8.717834
1464533847193;2.698748;-3.5551317;8.724554
1464533847227;1.3700746;-4.490956;8.601991
1464533847260;0.28655577;-5.0342636;8.403219
1464533847294;-0.4913223;-5.3543024;8.193297
1464533847328;-0.9011468;-5.4966927;8.063148
1464533847361;-0.92483103;-5.4840193;8.069086
1464533847411;-0.5677884;-5.303327;8.221462
1464533847444;0.6777838;-4.5929394;8.630503
1464533847478;1.6621491;-3.8838892;8.842662
1464533847512;2.665633;-2.9801033;8.947259
1464533847545;3.664804;-1.8347465;8.901851
1464533847579;4.581858;-0.43196318;8.652164
1464533847613;5.293138;1.1803541;8.162687
1464533847646;5.66973;2.872289;7.4595003
1464533847680;5.670675;4.4629307;6.630665
1464533847714;5.3462596;5.914042;5.6992664
1464533847748;4.7062035;7.205289;4.6877995
1464533847781;3.755919;8.286908;3.6414592
1464533847816;2.5331626;9.093357;2.63324
1464533847849;1.1170247;9.584506;1.7115784
1464533847883;-0.3517326;9.750029;0.9237107
1464533847917;-1.831787;9.6238;0.2589162
1464533847951;-3.0491621;9.311207;-0.20986812
1464533847984;-3.9292755;8.963189;-0.51190567
1464533848018;-4.396539;8.734996;-0.6405433
1464533848052;-4.4671965;8.701093;-0.61249214
1464533848085;-4.2857785;8.798795;-0.50330967
1464533848119;-3.8852053;8.991219;-0.32120952
1464533848152;-3.256551;9.242936;-0.054972272
1464533848186;-2.39799;9.497249;0.3031616
1464533848228;-1.6733272;9.637162;0.6042315
1464533848262;0.25179237;9.663583;1.6098999
1464533848295;1.4812155;9.348114;2.541412
1464533848329;2.5695822;8.735147;3.6241493
1464533848363;3.458657;7.84573;4.745759
1464533848396;4.1455703;6.747049;5.773351
1464533848430;4.649447;5.523603;6.6266475
1464533848465;4.953895;4.19888;7.339505
1464533848497;5.055791;2.8338792;7.9024134
1464533848531;4.965552;1.5294164;8.309285
1464533848565;4.7094464;0.3125054;8.588568
1464533848598;4.266638;-0.8948219;8.776969
1464533848632;3.4836228;-2.2010224;8.891564
1464533848666;2.4319425;-3.3646355;8.877215
1464533848700;1.2576993;-4.2773247;8.727125
