timestamp;x_accel;y_accel;z_accel
1464540780000;0.216;-1.708;-0.72
1464540780000;0.156;-1.736;-0.636
1464540780000;0.144;-1.664;-0.548
1464540780000;0.096;-1.452;-0.492
1464540780000;0.104;-1.332;-0.448
1464540780000;0.096;-1.02;-0.284
1464540780000;0.08;-0.904;-0.248
1464540780000;0.088;-0.812;-0.232
1464540780000;0.172;-0.508;-0.116
1464540780000;0.156;-0.336;-0.076
1464540780000;0.152;-0.232;0.004
1464540780000;0.1;0.068;0.18
1464540780000;0.08;0.208;0.248
1464540780000;0.044;0.188;0.304
1464540780000;-0.156;0.176;0.516
1464540780000;-0.268;0.536;0.472
1464540780000;-0.348;0.76;0.452
1464540780000;-0.404;0.652;0.516
1464540780000;-0.408;0.808;0.42
1464540780000;-0.332;1.284;0.172
1464540780000;-0.24;1.208;0.172
1464540780000;-0.304;1.156;0.268
1464540780000;-0.304;1.6;0.384
1464540780000;-0.308;1.656;0.572
1464540780000;-0.36;1.768;0.704
1464540780000;-0.34;2.044;0.96
1464540781000;-0.348;2.044;1.06
1464540781000;-0.36;2.044;1.052
1464540781000;-0.336;2.044;0.88
1464540781000;-0.408;1.936;0.832
1464540781000;-0.472;1.64;0.768
1464540781000;-0.504;1.312;0.728
1464540781000;-0.512;1.26;0.676
1464540781000;-0.448;1.084;0.58
1464540781000;-0.404;1.008;0.508
1464540781000;-0.368;0.968;0.448
1464540781000;-0.124;0.748;0.428
1464540781000;0.044;0.624;0.372
1464540781000;0.144;0.588;0.284
1464540781000;0.236;0.356;0.26
1464540781000;0.256;0.244;0.268
1464540781000;0.26;0.256;0.288
1464540781000;0.244;0.216;0.284
1464540781000;0.2;0.06;0.312
1464540781000;0.204;-0.076;0.28
1464540781000;0.304;-0.172;0.204
1464540781000;0.356;-0.204;0.148
1464540781000;0.32;-0.4;0.004
1464540781000;0.296;-0.528;-0.076
1464540781000;0.28;-0.644;-0.152
1464540781000;0.204;-0.808;-0.292
1464540781000;0.192;-1.004;-0.344
1464540781000;0.224;-1.224;-0.456
1464540781000;0.264;-1.54;-0.608
1464540781000;0.244;-2.048;-0.804
1464540781000;0.272;-2.048;-1.12
1464540781000;0.336;-1.524;-0.768
1464540781000;0.276;-1.58;-0.668
1464540781000;0.26;-1.692;-0.652
1464540781000;0.3;-1.432;-0.532
1464540781000;0.268;-1.28;-0.46
1464540781000;0.24;-1.128;-0.312
1464540781000;0.256;-1.052;-0.232
1464540782000;0.26;-0.92;-0.152
1464540782000;0.236;-0.608;-0.032
1464540782000;0.204;-0.488;0.024
1464540782000;0.248;-0.38;0.1
1464540782000;0.176;-0.184;0.188
1464540782000;0.12;-0.108;0.252
1464540782000;0.18;0.052;0.26
1464540782000;0.032;0.264;0.364
1464540782000;-0.04;0.172;0.408
1464540782000;-0.088;0.236;0.456
1464540782000;-0.172;0.588;0.464
1464540782000;-0.308;0.54;0.476
1464540782000;-0.428;0.508;0.516
1464540782000;-0.48;0.532;0.464
1464540782000;-0.54;0.564;0.404
1464540782000;-0.54;0.62;0.392
1464540782000;-0.604;0.856;0.288
1464540782000;-0.556;1.364;0.372
1464540782000;-0.74;1.344;0.78
1464540782000;-0.768;1.26;1.0
1464540782000;-0.648;1.528;1.068
1464540782000;-0.504;2.044;1.236
1464540782000;-0.588;1.952;1.28
1464540782000;-0.632;1.928;1.276
1464540782000;-0.552;2.044;1.124
1464540782000;-0.616;1.988;1.036
1464540782000;-0.7;1.456;0.84
1464540782000;-0.676;1.332;0.696
1464540782000;-0.664;1.276;0.628
1464540782000;-0.752;1.016;0.596
1464540782000;-0.704;0.952;0.628
1464540782000;-0.612;0.968;0.576
1464540782000;-0.364;0.9;0.408
1464540782000;-0.264;0.792;0.38
1464540782000;-0.2;0.656;0.348
1464540782000;-0.064;0.412;0.3
1464540782000;0.012;0.352;0.268
1464540783000;0.116;0.264;0.26
1464540783000;0.164;0.2;0.228
1464540783000;0.212;0.152;0.216
1464540783000;0.184;-0.004;0.232
1464540783000;0.2;-0.048;0.208
1464540783000;0.176;-0.108;0.192
1464540783000;0.184;-0.32;0.12
1464540783000;0.16;-0.448;0.02
1464540783000;0.196;-0.556;-0.096
1464540783000;0.276;-0.792;-0.184
1464540783000;0.292;-0.928;-0.236
1464540783000;0.324;-1.052;-0.288
1464540783000;0.388;-1.364;-0.448
1464540783000;0.472;-1.516;-0.504
1464540783000;0.544;-1.6;-0.552
1464540783000;0.572;-1.776;-0.76
1464540783000;0.492;-1.632;-0.7
1464540783000;0.32;-1.592;-0.488
1464540783000;0.344;-1.672;-0.508
1464540783000;0.352;-1.568;-0.488
1464540783000;0.328;-1.32;-0.484
1464540783000;0.312;-1.236;-0.42
1464540783000;0.284;-1.112;-0.324
1464540783000;0.24;-0.812;-0.18
1464540783000;0.24;-0.676;-0.148
1464540783000;0.26;-0.524;-0.116
1464540783000;0.312;-0.204;0.004
1464540783000;0.288;-0.06;0.032
1464540783000;0.232;0.04;0.092
1464540783000;0.18;0.144;0.272
1464540783000;0.216;0.24;0.28
1464540783000;0.004;0.412;0.38
1464540783000;-0.052;0.296;0.468
1464540783000;-0.024;0.216;0.444
1464540783000;-0.08;0.688;0.348
1464540783000;-0.072;0.752;0.336
1464540783000;-0.084;0.712;0.32
1464540783000;-0.192;0.748;0.172
1464540784000;-0.228;1.1;0.02
1464540784000;-0.212;1.296;0.08
1464540784000;-0.336;1.04;0.348
1464540784000;-0.404;1.1;0.404
1464540784000;-0.516;1.34;0.52
1464540784000;-0.46;1.632;0.8
1464540784000;-0.432;1.676;0.916
1464540784000;-0.372;2.044;0.796
1464540784000;-0.316;2.044;0.824
1464540784000;-0.336;2.044;0.892
1464540784000;-0.456;2.044;0.86
1464540784000;-0.524;2.044;0.8
1464540784000;-0.596;1.908;0.776
1464540784000;-0.692;1.564;0.668
1464540784000;-0.684;1.456;0.604
1464540784000;-0.604;1.336;0.516
1464540784000;-0.612;1.248;0.436
1464540784000;-0.58;1.08;0.376
1464540784000;-0.312;0.704;0.328
1464540784000;-0.184;0.612;0.288
1464540784000;-0.108;0.532;0.26
1464540784000;-0.008;0.288;0.252
1464540784000;0.02;0.224;0.232
1464540784000;0.088;0.224;0.236
1464540784000;0.188;0.06;0.216
1464540784000;0.196;-0.032;0.196
1464540784000;0.164;-0.124;0.152
1464540784000;0.228;-0.26;0.06
1464540784000;0.252;-0.36;0.008
1464540784000;0.204;-0.516;-0.036
1464540784000;0.208;-0.632;-0.096
1464540784000;0.24;-0.796;-0.164
1464540784000;0.296;-1.144;-0.264
1464540784000;0.336;-1.28;-0.332
1464540784000;0.36;-1.4;-0.388
1464540784000;0.42;-1.676;-0.476
1464540784000;0.584;-2.048;-0.808
1464540785000;0.524;-2.032;-0.868
1464540785000;0.264;-1.296;-0.292
