timestamp;x_accel;y_accel;z_accel
1464540793000;-0.248;1.744;1.068
1464540793000;-0.292;1.58;0.984
1464540793000;-0.304;1.38;0.828
1464540793000;-0.32;1.296;0.772
1464540793000;-0.308;1.22;0.724
1464540793000;-0.22;1.104;0.58
1464540793000;-0.18;0.984;0.532
1464540793000;-0.104;0.84;0.5
1464540793000;-0.008;0.708;0.444
1464540793000;0.024;0.62;0.452
1464540794000;0.052;0.484;0.444
1464540794000;0.06;0.252;0.384
1464540794000;0.104;0.216;0.296
1464540794000;0.18;0.164;0.256
1464540794000;0.176;-0.152;0.192
1464540794000;0.22;-0.256;0.12
1464540794000;0.388;-0.328;0.02
1464540794000;0.408;-0.356;0.004
1464540794000;0.384;-0.42;0.0
1464540794000;0.364;-0.604;-0.076
1464540794000;0.4;-0.64;-0.084
1464540794000;0.388;-0.664;-0.056
1464540794000;0.292;-0.84;-0.076
1464540794000;0.26;-0.932;-0.104
1464540794000;0.332;-1.288;-0.24
1464540794000;0.376;-1.42;-0.316
1464540794000;0.408;-1.48;-0.404
1464540794000;0.4;-1.816;-0.752
1464540794000;0.34;-1.824;-0.704
1464540794000;0.3;-1.612;-0.54
1464540794000;0.196;-1.664;-0.404
1464540794000;0.16;-1.724;-0.376
1464540794000;0.156;-1.58;-0.344
1464540794000;0.192;-1.24;-0.3
1464540794000;0.216;-1.06;-0.268
1464540794000;0.22;-0.896;-0.22
1464540794000;0.168;-0.688;-0.084
1464540794000;0.176;-0.568;-0.076
1464540794000;0.208;-0.308;-0.008
1464540794000;0.216;-0.172;0.032
1464540794000;0.208;-0.072;0.068
1464540794000;0.24;0.16;0.092
1464540794000;0.156;0.372;0.084
1464540794000;0.204;0.608;0.092
1464540794000;0.26;0.544;0.156
1464540794000;0.08;0.38;0.232
1464540794000;-0.048;0.468;0.252
1464540794000;-0.156;0.948;0.336
1464540795000;-0.212;0.808;0.428
1464540795000;-0.3;0.624;0.396
1464540795000;-0.276;1.032;0.32
1464540795000;-0.26;1.216;0.276
1464540795000;-0.404;1.032;0.5
1464540795000;-0.404;1.252;0.52
1464540795000;-0.392;1.692;0.476
1464540795000;-0.42;1.86;0.76
1464540795000;-0.42;1.988;0.82
1464540795000;-0.372;2.044;0.828
1464540795000;-0.408;2.044;0.916
1464540795000;-0.404;2.044;0.832
1464540795000;-0.376;2.044;0.732
1464540795000;-0.516;1.936;0.536
1464540795000;-0.608;1.696;0.484
1464540795000;-0.656;1.46;0.452
1464540795000;-0.472;1.228;0.324
1464540795000;-0.364;1.148;0.26
1464540795000;-0.2;0.784;0.304
1464540795000;-0.084;0.768;0.272
1464540795000;0.0;0.76;0.248
1464540795000;0.088;0.42;0.264
1464540795000;0.14;0.296;0.252
1464540795000;0.184;0.272;0.208
1464540795000;0.2;0.144;0.22
1464540795000;0.196;0.06;0.2
1464540795000;0.272;0.052;0.164
1464540795000;0.34;-0.108;0.14
1464540795000;0.336;-0.244;0.084
1464540795000;0.304;-0.352;0.052
1464540795000;0.272;-0.512;0.052
1464540795000;0.252;-0.608;0.008
1464540795000;0.248;-0.828;-0.076
1464540795000;0.268;-0.912;-0.128
1464540795000;0.316;-0.996;-0.228
1464540795000;0.36;-1.092;-0.288
1464540795000;0.324;-1.2;-0.332
1464540796000;0.34;-1.364;-0.376
1464540796000;0.384;-1.64;-0.448
1464540796000;0.412;-1.736;-0.5
1464540796000;0.424;-1.784;-0.524
1464540796000;0.356;-1.692;-0.504
1464540796000;0.316;-1.532;-0.452
1464540796000;0.256;-1.432;-0.376
1464540796000;0.212;-1.22;-0.316
1464540796000;0.236;-1.072;-0.304
1464540796000;0.292;-0.76;-0.256
1464540796000;0.308;-0.612;-0.196
1464540796000;0.296;-0.516;-0.168
1464540796000;0.328;-0.368;-0.024
1464540796000;0.372;-0.24;-0.008
1464540796000;0.344;-0.104;0.048
1464540796000;0.332;0.088;0.176
1464540796000;0.384;0.224;0.176
1464540796000;0.36;0.296;0.184
1464540796000;0.212;0.268;0.32
1464540796000;0.128;0.344;0.316
1464540796000;0.112;0.592;0.248
1464540796000;0.06;0.72;0.22
1464540796000;0.008;0.54;0.26
1464540796000;-0.156;0.912;0.256
1464540796000;-0.148;1.084;0.288
1464540796000;-0.256;1.036;0.348
1464540796000;-0.436;1.152;0.436
1464540796000;-0.408;1.48;0.5
1464540796000;-0.432;1.564;0.592
1464540796000;-0.348;1.62;0.764
1464540796000;-0.272;1.936;0.768
1464540796000;-0.212;2.044;0.792
1464540796000;-0.2;1.888;0.832
1464540796000;-0.22;1.992;0.812
1464540796000;-0.26;2.044;0.84
1464540796000;-0.32;1.856;0.728
1464540796000;-0.348;1.688;0.688
1464540797000;-0.44;1.492;0.58
1464540797000;-0.468;1.432;0.532
1464540797000;-0.48;1.3;0.512
1464540797000;-0.316;0.944;0.548
1464540797000;-0.2;0.88;0.5
1464540797000;-0.1;0.856;0.428
1464540797000;0.036;0.56;0.352
1464540797000;0.088;0.4;0.316
1464540797000;0.12;0.348;0.26
1464540797000;0.268;0.256;0.232
1464540797000;0.304;0.172;0.244
1464540797000;0.276;0.104;0.248
1464540797000;0.332;0.028;0.184
1464540797000;0.352;-0.052;0.184
1464540797000;0.372;-0.264;0.104
1464540797000;0.332;-0.336;0.068
1464540797000;0.316;-0.424;0.02
1464540797000;0.364;-0.604;-0.064
1464540797000;0.388;-0.704;-0.108
1464540797000;0.384;-0.76;-0.176
1464540797000;0.4;-0.92;-0.232
1464540797000;0.42;-1.028;-0.26
1464540797000;0.464;-1.12;-0.28
1464540797000;0.516;-1.272;-0.348
1464540797000;0.512;-1.392;-0.392
1464540797000;0.4;-1.628;-0.34
1464540797000;0.388;-1.676;-0.488
1464540797000;0.412;-1.616;-0.448
1464540797000;0.34;-1.524;-0.392
1464540797000;0.308;-1.384;-0.368
1464540797000;0.304;-1.248;-0.324
1464540797000;0.312;-1.012;-0.256
1464540797000;0.332;-0.88;-0.204
1464540797000;0.428;-0.66;-0.14
1464540797000;0.416;-0.572;-0.096
1464540797000;0.388;-0.456;-0.064
1464540797000;0.404;-0.272;-0.024
1464540797000;0.392;-0.152;-0.012
1464540798000;0.372;-0.024;0.028
1464540798000;0.376;0.12;0.148
1464540798000;0.288;0.212;0.164
1464540798000;0.164;0.32;0.188
1464540798000;0.036;0.504;0.264
1464540798000;0.024;0.508;0.28
1464540798000;-0.008;0.492;0.264
1464540798000;-0.032;0.816;0.244
1464540798000;-0.032;0.792;0.272
1464540798000;-0.28;0.64;0.352
1464540798000;-0.408;0.864;0.316
1464540798000;-0.384;1.124;0.32
1464540798000;-0.492;1.064;0.388
1464540798000;-0.564;1.08;0.592
1464540798000;-0.54;1.32;0.728
1464540798000;-0.524;1.688;1.016
1464540798000;-0.516;1.664;1.272
1464540798000;-0.408;1.744;1.42
1464540798000;-0.32;1.976;1.512
1464540798000;-0.376;2.04;1.512
1464540798000;-0.42;2.044;1.392
1464540798000;-0.52;1.768;1.148
1464540798000;-0.528;1.568;1.024
1464540798000;-0.548;1.38;0.776
1464540798000;-0.544;1.272;0.704
1464540798000;-0.52;1.116;0.644
1464540798000;-0.456;1.016;0.48
1464540798000;-0.388;0.988;0.484
1464540798000;-0.348;0.868;0.504
1464540798000;-0.28;0.62;0.408
1464540798000;-0.224;0.548;0.356
1464540798000;-0.14;0.432;0.352
1464540798000;-0.048;0.204;0.316
1464540798000;0.024;0.132;0.264
1464540798000;0.068;0.056;0.284
1464540798000;0.144;-0.176;0.192
1464540798000;0.14;-0.28;0.14
1464540799000;0.136;-0.436;0.1
1464540799000;0.12;-0.548;0.06
1464540799000;0.128;-0.66;0.004
1464540799000;0.264;-0.748;-0.1
1464540799000;0.288;-0.764;-0.168
1464540799000;0.292;-0.832;-0.252
1464540799000;0.352;-1.12;-0.456
1464540799000;0.38;-1.204;-0.488
1464540799000;0.464;-1.464;-0.568
1464540799000;0.364;-1.696;-0.768
1464540799000;0.5;-1.772;-0.756
1464540799000;0.316;-1.564;-0.628
1464540799000;0.364;-1.592;-0.624
1464540799000;0.332;-1.552;-0.612
1464540799000;0.304;-1.276;-0.512
1464540799000;0.284;-1.132;-0.428
1464540799000;0.256;-1.016;-0.34
1464540799000;0.224;-0.748;-0.212
1464540799000;0.216;-0.604;-0.16
1464540799000;0.304;-0.416;-0.06
1464540799000;0.332;-0.292;-0.064
1464540799000;0.364;-0.168;-0.04
1464540799000;0.328;0.008;0.044
1464540799000;0.216;0.22;0.068
1464540799000;0.252;0.44;0.156
1464540799000;0.28;0.416;0.288
1464540799000;0.072;0.336;0.316
1464540799000;-0.064;0.372;0.344
1464540799000;-0.136;0.656;0.404
1464540799000;-0.224;0.648;0.456
1464540799000;-0.332;0.544;0.508
1464540799000;-0.344;1.02;0.48
1464540799000;-0.328;1.212;0.532
1464540799000;-0.4;1.16;0.568
1464540799000;-0.532;1.168;0.68
1464540799000;-0.376;1.456;0.78
1464540799000;-0.408;1.592;1.0
1464540800000;-0.412;1.676;1.132
1464540800000;-0.356;1.824;1.176
1464540800000;-0.252;2.044;1.28
1464540800000;-0.292;2.036;1.284
1464540800000;-0.312;1.916;1.24
1464540800000;-0.428;1.668;1.02
1464540800000;-0.48;1.552;0.92
1464540800000;-0.508;1.432;0.82
1464540800000;-0.428;1.204;0.652
1464540800000;-0.348;1.088;0.588
1464540800000;-0.308;1.024;0.54
1464540800000;-0.232;0.876;0.44
1464540800000;-0.132;0.764;0.396
1464540800000;0.024;0.492;0.324
1464540800000;0.072;0.42;0.264
1464540800000;0.204;0.344;0.248
1464540800000;0.256;0.18;0.288
1464540800000;0.24;0.104;0.296
1464540800000;0.24;0.08;0.276
1464540800000;0.24;0.02;0.168
1464540800000;0.288;-0.064;0.112
1464540800000;0.296;-0.188;0.088
1464540800000;0.324;-0.408;0.02
1464540800000;0.36;-0.492;0.004
1464540800000;0.332;-0.564;-0.016
1464540800000;0.236;-0.72;-0.072
1464540800000;0.236;-0.84;-0.108
1464540800000;0.288;-1.068;-0.228
1464540800000;0.352;-1.236;-0.324
1464540800000;0.468;-1.528;-0.496
1464540800000;0.512;-1.772;-0.432
1464540800000;0.46;-2.048;-0.716
1464540800000;0.332;-1.548;-0.452
1464540800000;0.224;-1.576;-0.276
1464540800000;0.236;-1.54;-0.272
1464540800000;0.26;-1.32;-0.248
1464540800000;0.26;-1.116;-0.204
1464540801000;0.26;-0.936;-0.16
1464540801000;0.276;-0.692;-0.068
1464540801000;0.328;-0.608;-0.056
1464540801000;0.352;-0.516;-0.016
1464540801000;0.332;-0.236;0.016
1464540801000;0.412;-0.112;0.04
1464540801000;0.384;0.152;0.12
1464540801000;0.252;0.248;0.18
1464540801000;0.256;0.276;0.192
1464540801000;0.292;0.508;0.192
1464540801000;0.256;0.568;0.204
1464540801000;0.268;0.52;0.176
1464540801000;0.184;0.688;0.06
1464540801000;0.18;0.916;0.028
1464540801000;0.172;0.908;0.036
1464540801000;0.036;0.628;0.22
1464540801000;-0.116;0.704;0.22
1464540801000;-0.176;1.148;0.132
1464540801000;-0.252;1.352;0.388
1464540801000;-0.312;1.284;0.512
1464540801000;-0.288;1.632;0.416
1464540801000;-0.176;1.9;0.42
1464540801000;-0.132;1.784;0.46
1464540801000;-0.04;2.044;0.512
1464540801000;-0.068;2.044;0.5
1464540801000;-0.132;2.044;0.5
1464540801000;-0.284;2.044;0.484
1464540801000;-0.312;2.044;0.452
1464540801000;-0.332;1.852;0.408
1464540801000;-0.412;1.58;0.312
1464540801000;-0.396;1.436;0.312
1464540801000;-0.364;1.376;0.288
1464540801000;-0.344;1.132;0.28
1464540801000;-0.244;0.976;0.3
1464540801000;-0.12;0.832;0.272
