timestamp;accel.x;accel.y;accel.z
1464530705790;-6.0919747;8.63277;6.235613
1464530705823;5.2638526;-1.9259663;12.055895
1464530705858;3.477899;-5.019153;14.598991
1464530705893;1.0555911;-7.8730707;15.612179
1464530705929;-1.1861792;-10.749283;15.472937
1464530705963;-2.3829525;-12.797905;14.38796
1464530706006;-2.7954755;-14.189949;13.13998
1464530706041;-3.5127966;-15.244229;7.34224
1464530706084;-4.145004;-17.753983;11.334153
1464530706119;-2.0435774;-14.797027;8.177488
1464530706154;-2.148083;-15.4055195;7.074849
1464530706188;3.2255888;-19.902163;2.958891
1464530706222;-0.37550843;-11.467059;6.508033
1464530706257;-3.5183854;-10.746358;3.0110512
1464530706292;-3.0425282;-6.6877985;2.396587
1464530706326;0.51968074;-3.302366;4.86187
1464530706366;2.1118767;-2.2689056;4.1259785
1464530706399;4.309229;-3.3484292;4.417242
1464530706433;5.959859;-5.828395;4.82992
1464530706467;6.1975765;-8.836192;4.727353
1464530706501;5.56711;-10.960277;4.5770745
1464530706536;7.024112;-0.7928405;1.088212
1464530706574;9.36256;-12.368419;0.38178396
1464530706608;10.217567;-16.210123;2.9036736
1464530706643;11.67737;-17.9803;6.201474
1464530706680;13.64612;-18.491432;9.207486
1464530706716;15.950019;-18.194256;11.18087
1464530706757;25.878893;-20.65092;18.440022
1464530706792;15.130785;-18.868073;3.942442
1464530706827;8.388493;-12.5305605;1.2854843
1464530706861;13.158366;-11.724101;2.3911223
1464530706896;18.144157;-9.530012;9.463973
1464530706930;15.345842;-6.74103;8.789062
1464530706964;-40.504658;-13.581812;4.3843513
1464530707000;-111.62462;8.982901;-41.90126
1464530707033;-21.899897;-13.279198;-6.340065
1464530707068;9.966475;-1.0902379;17.424316
1464530707103;-1.0865295;-13.576306;20.335905
1464530707138;11.826452;-32.968834;15.605211
1464530707173;7.280349;-3.5504065;24.467373
1464530707207;-5.9843817;14.569929;31.36739
1464530707242;-7.7659054;31.750355;46.898724
1464530707276;-4.558586;21.097332;39.744514
1464530707316;-1.6776481;27.141348;31.398981
1464530707351;5.489333;12.426771;18.384716
1464530707385;10.858704;-1.5061321;14.433104
1464530707419;10.086904;-12.097977;13.391249
1464530707453;8.257045;-19.182465;12.884829
1464530707488;8.505291;-19.294853;3.69623
1464530707524;8.4574795;-7.536565;-13.72951
1464530707559;8.911808;-7.3705983;-11.776602
1464530707593;-17.702026;-31.848518;9.404853
1464530707628;3.2531543;-5.256343;7.2712865
1464530707662;7.3247094;-4.4629974;6.1368675
1464530707697;8.390119;-2.2310882;6.4851866
1464530707740;12.996352;-6.4863214;13.611321
1464530707774;15.531385;3.4479182;13.093261
1464530707807;12.118447;5.0286345;3.148599
1464530707842;15.661383;3.251797;-0.9939648
1464530707876;5.6458807;8.206487;1.3378453
1464530707911;-11.602671;1.6668305;-16.363224
1464530707946;8.190851;6.716479;-11.181229
1464530707984;8.548827;7.164564;-6.520772
1464530708017;8.740599;5.331771;-4.875962
1464530708051;8.823524;6.408259;-2.8657737
1464530708086;7.1831737;10.349725;-1.9620982
1464530708121;5.1976404;8.257781;-2.47526
1464530708155;4.0478;9.086787;-2.2831426
1464530708189;5.880067;6.5709243;-2.0529873
1464530708223;7.576127;5.4372654;-1.0080111
1464530708259;7.8569274;4.941185;0.8944503
1464530708292;8.090866;6.1480145;0.7994247
1464530708327;5.7049193;2.133744;1.1992708
1464530708361;10.232815;4.7893887;1.3307763
1464530708395;9.454576;4.6541505;2.9475002
1464530708429;8.339241;3.73869;-2.0221443
1464530708463;4.4279838;4.2813177;3.9186697
1464530708497;6.938311;1.5583181;5.0579042
1464530708531;5.662281;0.7556958;6.8006096
1464530708567;5.365385;0.59194565;7.8424196
1464530708609;6.673006;1.2766483;7.2765756
1464530708650;5.7975507;-0.28822303;8.659363
1464530708683;6.397954;1.0941436;9.261005
1464530708717;18.07323;16.703806;14.441113
1464530708752;54.216396;73.83324;-23.079365
1464530708786;10.650379;15.733517;17.770088
1464530708824;7.469103;12.063398;13.532022
1464530708854;7.7745967;7.8934712;12.770731
1464530708888;29.710932;15.544193;-62.798756
1464530708923;-63.05947;183.39828;24.784197
1464530708958;-63.05947;183.39828;24.784197
1464530708992;-124.034805;137.16748;77.22525
1464530709035;59.471684;38.126553;10.176037
1464530709072;63.6247;-10.036825;6.2413273
1464530709108;35.988754;-30.193928;-19.747192
1464530709141;8.507255;-23.222107;-4.6615734
1464530709176;7.7195272;-9.359697;-15.429682
1464530709212;12.591309;0.117884874;-21.541286
1464530709248;2.209063;11.089878;-9.745298
1464530709281;3.646508;3.7630796;4.7800207
1464530709315;10.820217;6.4647865;-9.441907
1464530709350;12.893864;-3.2902246;19.777199
1464530709384;29.235619;-23.11734;29.233406
1464530709418;33.341114;-35.06421;14.784172
1464530709452;25.91526;-31.451056;-2.688799
1464530709487;14.165005;-45.964554;-13.566086
1464530709524;11.960429;-18.962372;-5.9105463
1464530709559;6.5389733;-7.9100657;-3.4311938
1464530709593;4.351556;-3.7841194;-3.3313346
1464530709628;4.9835715;-3.2845588;-3.9813962
1464530709662;3.830694;-1.7650337;-6.5762935
1464530709695;-0.68468285;-1.4679646;-12.763633
1464530709730;-5.463941;2.3077345;-12.437253
1464530709767;-11.206499;1.3688688;-11.964236
1464530709800;-15.835959;0.16765213;-5.6314116
1464530709835;-11.9956045;-8.899473;-2.9956188
1464530709870;7.286365;-16.360577;3.3688586
