timestamp;accel.x;accel.y;accel.z
1464530705790;10.393963;-7.9957666;-0.4396307
1464530705823;10.626793;-9.5076275;-1.0959005
1464530705858;9.5954685;-9.97673;-1.4036429
1464530705893;4.439577;-11.979192;-2.7724555
1464530705929;7.196103;-9.487954;-0.6285429
1464530705963;8.060959;-9.468231;2.076116
1464530706006;7.90571;-8.861754;4.045961
1464530706041;6.6762342;-8.1965065;5.787677
1464530706084;5.3834543;-7.7281823;6.8766155
1464530706119;7.005087;-8.85135;9.61021
1464530706154;2.3004808;-11.191137;2.50741
1464530706188;4.4759755;-7.552102;10.918222
1464530706222;5.76974;-10.174495;12.447204
1464530706257;7.344795;-11.592589;13.507233
1464530706292;5.104575;-10.629605;12.451817
1464530706326;5.367244;-11.97874;12.998451
1464530706366;4.645137;-11.257791;11.739422
1464530706399;3.9171968;-10.412101;9.933678
1464530706433;5.5662093;-3.8345504;3.0158248
1464530706467;2.6526697;-8.273663;5.122564
1464530706501;1.0892678;-9.7521305;3.7288866
1464530706536;1.0175527;-14.228378;2.1558583
1464530706574;-0.23136866;-12.014968;3.207949
1464530706608;0.2111162;-13.0048485;5.235359
1464530706643;0.6461761;-11.025798;3.2461386
1464530706680;0.26448068;-10.864082;3.475913
1464530706716;0.08372167;-10.553398;3.1180463
1464530706757;0.19007926;-10.493124;3.0108275
1464530706792;0.5867004;-10.414861;3.2127914
1464530706827;0.7526947;-10.273656;3.3348927
1464530706861;0.9334044;-10.321456;3.5316205
1464530706896;0.37218422;-9.838631;3.8399324
1464530706930;-0.12261906;-9.351404;4.2460985
1464530706964;-0.50622004;-9.130783;4.6018777
1464530707000;-0.8126115;-8.870808;5.123424
1464530707033;-2.014091;-8.705699;5.3950944
1464530707068;-1.6185308;-9.092464;4.654248
1464530707103;-3.1745627;-9.606512;5.084523
1464530707138;-2.7595263;-9.884368;6.2278013
1464530707173;-2.473221;-11.184326;5.9932437
1464530707207;-2.384908;-12.656591;6.022974
1464530707242;-2.153453;-14.178047;5.5669155
1464530707276;-1.8984011;-15.064812;5.331312
1464530707316;-2.251153;-15.122488;2.1225424
1464530707351;-2.7677956;-14.816893;1.5195274
1464530707385;-3.013472;-14.943661;1.6733314
1464530707419;-2.309632;-15.115451;1.1590126
1464530707453;-1.2697293;-15.4747095;0.502398
1464530707488;-0.9395305;-15.153375;-0.6463566
1464530707524;-0.56316185;-14.720168;-1.5547495
1464530707559;-0.29615617;-14.149891;-1.9242122
1464530707593;-0.14117384;-13.789705;-2.2364554
1464530707628;-0.20309019;-13.339155;-2.7206082
1464530707662;-0.37782812;-12.857969;-3.2292554
1464530707697;-0.6479354;-12.522336;-3.5512931
1464530707740;-0.88685703;-12.55893;-3.5628598
1464530707774;-2.6261163;-19.833965;4.6448555
1464530707807;-1.0171785;-17.618694;1.2268584
1464530707842;-0.60784674;-17.051794;0.16030717
1464530707876;-0.26867104;-16.627293;-0.9648857
1464530707911;-0.046667814;-16.155952;-2.0004811
1464530707946;0.014575481;-15.627327;-2.811328
1464530707984;1.3611283;-13.80267;-5.028411
1464530708017;3.6288564;-8.583905;-0.4356777
1464530708051;4.759863;-7.7338157;0.029012367
1464530708086;-2.9098783;-5.0436735;1.785506
1464530708121;11.922394;-11.00044;-0.9947543
1464530708155;-1.2304866;-8.754567;4.811724
1464530708189;-23.950745;1.2547007;-2.8434763
1464530708223;7.339333;-31.580795;-11.421666
1464530708259;-4.1454906;-0.28179932;4.214123
1464530708292;-0.6601095;7.855438;5.8334713
1464530708327;-0.022633791;18.294844;-0.13564445
1464530708361;16.045864;15.53048;-0.86865914
1464530708395;14.410274;13.659868;6.335754
1464530708429;11.506798;5.967678;10.921701
1464530708463;10.430823;-0.1682682;4.8279386
1464530708497;15.68903;-9.360919;4.146856
1464530708531;6.752881;-9.584338;-6.466685
1464530708567;5.084056;-10.554815;-6.849132
1464530708609;1.708317;-12.939629;-7.367657
1464530708650;-0.3498547;-15.039707;-7.7578006
1464530708683;-1.2142167;-17.858013;-5.840015
1464530708717;-1.339488;-19.544624;-8.50828
1464530708752;0.074698925;-20.994549;-11.003883
1464530708786;1.5590758;-21.67412;-13.1092005
1464530708824;2.6490233;-21.521599;-14.472348
1464530708854;1.4394879;-22.214653;-2.8576052
1464530708888;2.7437198;-20.430119;-6.046831
1464530708923;2.8090253;-18.677662;-6.6827173
1464530708958;2.631429;-17.039461;-7.3176737
1464530708992;2.2545385;-15.560671;-7.724928
1464530709035;1.7939553;-14.549091;-7.8722143
1464530709072;0.22687507;-14.637297;-3.650185
1464530709108;-1.2972889;-14.56394;-5.4409723
1464530709141;-1.2618518;-14.778873;-4.862939
1464530709176;-5.0296373;-14.771503;-4.484494
1464530709212;0.04677391;-13.84285;-1.2227745
1464530709248;0.099529475;-12.959347;0.5286639
1464530709281;-2.2565224;-12.404488;2.575439
1464530709315;-3.9150665;-9.858248;5.276759
1464530709350;-3.1727188;-7.916914;7.9903207
1464530709384;0.06401491;-1.5931749;21.925985
1464530709418;13.144698;-4.976184;-1.9218571
1464530709452;11.64073;-5.5492883;-11.811228
1464530709487;5.9148517;-5.874947;-17.820017
1464530709524;-11.15557;-3.548191;-25.198133
1464530709559;-1.7651116;-6.3703384;1.6492125
1464530709593;-3.4018369;-6.4929976;4.7957673
1464530709628;-1.4774225;-4.4250135;-2.5790646
1464530709662;-3.04238;-2.6494675;2.53519
1464530709695;-4.4397135;-1.5278907;3.231678
1464530709730;-3.313336;-2.957169;4.2882347
1464530709767;-5.628321;-7.589202;3.8995552
1464530709800;-2.546197;-3.5389066;4.7416224
1464530709835;-2.8591838;-0.55136395;9.777721
1464530709870;-1.0421185;-6.0417824;10.579298
1464530709904;13.068306;0.09704685;32.54834
1464530709941;13.602377;-3.3845224;27.705946
1464530709976;12.561025;-7.316572;17.984438
1464530710018;10.145712;-9.80519;14.0346365
1464530710058;4.5472164;-0.9916687;-2.5555863
1464530710092;8.93692;-12.029627;16.858309
1464530710126;6.699875;-10.865042;11.853701
1464530710161;13.235136;-17.645294;-12.451499
1464530710195;15.876765;-26.961071;-24.773005
1464530710231;5.063924;-26.338089;-22.56296
1464530710274;-9.641364;-29.80814;-18.784586
1464530710309;-14.337059;26.121574;-6.302883
1464530710342;-15.318527;21.628206;13.559534
1464530710384;-13.080056;16.76288;-2.4196696
1464530710418;37.691643;66.67685;-157.1838
1464530710452;9.3400955;-4.36539;-39.16077
1464530710487;-3.7351017;-8.797774;-6.0683026
1464530710524;0.025342941;-3.316924;0.32256317
1464530710559;-2.4657493;-9.22138;-0.4496982
1464530710593;-2.944314;-2.7457333;7.587809
1464530710627;-7.264488;-9.018431;4.169284
1464530710662;-4.5597024;-16.576408;0.79158115
1464530710696;-17.742247;-15.678845;-1.3215189
1464530710731;-9.414785;-19.90581;1.8680393
1464530710765;-9.860101;-21.64907;5.271474
1464530710800;-6.332706;-15.275752;5.182382
1464530710841;-14.264475;-9.820448;2.5661528
1464530710875;-16.624641;-18.233055;3.2022376
1464530710909;-12.479528;-23.267128;-0.03000462
1464530710944;-12.365423;-22.243221;0.13235265
1464530710979;-15.884317;-18.503895;3.6345837
1464530711018;-15.476902;-9.192031;9.420046
1464530711057;26.767637;4.793277;50.818626
